Husband_age,Husband's Education Level,Husband Occupation_(grouped),Husband Ethnicity,Husband Religion,Wife's_current_age,Wife's height(centimeters),Wife's Education Level,Wife's_occupation_(grouped),Wife's Ethnicity,Wife's Religion,residence,State,Marital_Stability_Target
45.0,Higher Secondary,Professional / technical / managerial,Caste,Hindu,37.0,149.6,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Odisha,0
37.0,Secondary or below,Services / household and domestic,Caste,Hindu,28.0,160.6,Secondary or below,Not working,Caste,Hindu,Urban,Odisha,0
45.0,Secondary or below,Agricultural,Caste,Hindu,41.0,150.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Gujarat,1
48.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,No caste / tribe,Christian,45.0,147.2,Post-Graduate (MBA/MA),Not working,No caste / tribe,Christian,Urban,Maharashtra,0
28.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,26.0,148.7,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,0
38.0,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,35.0,153.8,Higher Secondary,Not working,Caste,Hindu,Rural,Gujarat,1
47.0,Secondary or below,Agricultural,Caste,Hindu,40.0,148.4,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,0
38.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,32.0,147.2,Secondary or below,Other,Caste,Hindu,Rural,Odisha,1
43.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,35.0,145.4,Secondary or below,Not working,Caste,Hindu,Rural,Odisha,1
29.0,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,23.0,147.0,Higher Secondary,Not working,Caste,Hindu,Rural,Jharkhand,1
41.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,33.0,153.5,Secondary or below,Not working,Caste,Hindu,Rural,Odisha,1
45.0,Higher Secondary,Services / household and domestic,Caste,Hindu,34.0,161.7,Higher Secondary,Not working,Caste,Hindu,Rural,Kerala,0
38.0,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,33.0,146.3,Secondary or below,Not working,Caste,Hindu,Urban,Andhra Pradesh,1
39.0,Secondary or below,Agricultural,Tribe,Christian,35.0,168.4,Secondary or below,Agricultural,Tribe,Christian,Rural,Nagaland,0
40.0,Higher Secondary,Skilled and unskilled manual,Caste,Sikh,40.0,155.2,Secondary or below,Not working,Caste,Sikh,Urban,Punjab,0
28.0,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Hindu,27.0,151.5,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Uttar Pradesh,1
43.0,Secondary or below,Agricultural,Caste,Hindu,40.0,152.1,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,0
33.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,31.0,154.8,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,Urban,Nct Of Delhi,1
40.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,34.0,155.6,Secondary or below,Not working,Caste,Hindu,Rural,Assam,0
29.0,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Muslim,29.0,159.4,Post-Graduate (MBA/MA),Not working,Caste,Muslim,Rural,Jammu & Kashmir,0
27.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,25.0,144.5,Secondary or below,Not working,Caste,Hindu,Urban,Punjab,1
28.0,Secondary or below,Agricultural,Tribe,Hindu,26.0,152.8,Secondary or below,Agricultural,Caste,Hindu,Urban,Telangana,0
42.0,Secondary or below,Services / household and domestic,Caste,Muslim,35.0,155.2,Secondary or below,Not working,Caste,Muslim,Rural,Bihar,1
40.0,Secondary or below,Skilled and unskilled manual,Don't know,Hindu,35.0,158.3,Secondary or below,Agricultural,Don't know,Hindu,Rural,Gujarat,1
45.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,43.0,148.1,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,0
30.0,Secondary or below,Agricultural,Tribe,Hindu,27.0,160.2,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,1
37.0,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,31.0,159.1,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Haryana,1
29.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,27.0,151.3,Secondary or below,Not working,Caste,Hindu,Rural,Rajasthan,0
31.0,Secondary or below,Agricultural,Caste,Hindu,24.0,167.7,Higher Secondary,Professional / technical / managerial,Caste,Hindu,Urban,Karnataka,0
46.0,Post-Graduate (MBA/MA),Sales,Caste,Hindu,46.0,148.7,Higher Secondary,Not working,Caste,Hindu,Urban,Uttar Pradesh,0
45.0,Higher Secondary,Skilled and unskilled manual,Caste,Jain,45.0,144.5,Secondary or below,Not working,Caste,Jain,Urban,Gujarat,0
37.0,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Hindu,35.0,144.3,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,Urban,Madhya Pradesh,1
36.0,Higher Secondary,Agricultural,Caste,Hindu,30.0,140.3,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,1
35.0,Secondary or below,Agricultural,Caste,Hindu,35.0,143.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Rajasthan,1
39.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,33.0,148.4,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,Urban,Manipur,1
32.0,Secondary or below,Sales,Tribe,Other,28.0,150.5,Secondary or below,Not working,Tribe,Other,Rural,Arunachal Pradesh,1
43.0,Secondary or below,Agricultural,Tribe,Christian,39.0,150.6,Secondary or below,Agricultural,Tribe,Christian,Rural,Nagaland,0
45.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,40.0,147.1,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Urban,Odisha,1
35.0,Secondary or below,Agricultural,Caste,Hindu,30.0,143.8,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
54.0,Secondary or below,Agricultural,Caste,Hindu,41.0,147.3,Secondary or below,Not working,Caste,Hindu,Rural,Maharashtra,1
52.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,47.0,159.3,Secondary or below,Not working,Caste,Hindu,Urban,Kerala,0
45.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,42.0,155.8,Secondary or below,Agricultural,Caste,Hindu,Rural,Rajasthan,0
44.0,Secondary or below,Other,Caste,Hindu,32.0,153.9,Secondary or below,Agricultural,Caste,Hindu,Rural,Karnataka,1
38.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,30.0,146.1,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Tripura,0
26.0,Post-Graduate (MBA/MA),Sales,Caste,Muslim,24.0,159.4,Higher Secondary,Not working,Caste,Muslim,Rural,Jammu & Kashmir,0
38.0,Secondary or below,Sales,Caste,Muslim,35.0,152.3,Secondary or below,Not working,Caste,Muslim,Urban,Gujarat,1
28.0,Secondary or below,Sales,Caste,Hindu,24.0,147.2,Higher Secondary,Not working,Caste,Hindu,Rural,Assam,0
51.0,Secondary or below,Skilled and unskilled manual,Caste,Christian,45.0,153.3,Secondary or below,Not working,Caste,Christian,Rural,Kerala,0
38.0,Secondary or below,Agricultural,Caste,Muslim,32.0,155.6,Secondary or below,Agricultural,Caste,Muslim,Rural,Karnataka,1
30.0,Secondary or below,Agricultural,Caste,Hindu,22.0,156.5,Secondary or below,Not working,Caste,Hindu,Rural,Chhattisgarh,1
27.0,Secondary or below,Skilled and unskilled manual,Tribe,Other,26.0,141.4,Secondary or below,Services / household and domestic,Tribe,Other,Rural,Arunachal Pradesh,1
48.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Tribe,Christian,45.0,154.4,Secondary or below,Not working,Tribe,Christian,Urban,Mizoram,1
46.0,Secondary or below,Sales,Caste,Hindu,36.0,142.4,Post-Graduate (MBA/MA),Skilled and unskilled manual,Caste,Hindu,Urban,Tripura,0
33.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,31.0,147.5,Higher Secondary,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
35.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,27.0,154.1,Higher Secondary,Not working,Caste,Hindu,Urban,Tamil Nadu,1
50.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,40.0,165.5,Secondary or below,Not working,Caste,Muslim,Urban,Tamil Nadu,1
32.0,Secondary or below,Agricultural,Tribe,Hindu,28.0,149.0,Secondary or below,Other,Tribe,Hindu,Rural,Odisha,1
42.0,Higher Secondary,Other,Caste,Hindu,38.0,148.8,Higher Secondary,Not working,Caste,Hindu,Urban,Telangana,0
39.0,Secondary or below,Agricultural,Tribe,Christian,35.0,145.5,Secondary or below,Agricultural,Tribe,Christian,Rural,Mizoram,0
23.0,Secondary or below,Sales,Caste,Hindu,19.0,153.9,Secondary or below,Not working,Caste,Hindu,Rural,Bihar,1
41.0,Secondary or below,Agricultural,Caste,Hindu,31.0,151.1,Higher Secondary,Not working,Caste,Hindu,Rural,Maharashtra,1
28.0,Higher Secondary,Services / household and domestic,Caste,Hindu,28.0,149.7,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
26.0,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,26.0,152.5,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Rural,Telangana,1
40.0,Higher Secondary,Agricultural,Caste,Hindu,36.0,153.4,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,0
36.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,34.0,162.8,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,Rural,Tamil Nadu,1
45.0,Secondary or below,Agricultural,Caste,Hindu,42.0,154.9,Secondary or below,Not working,Caste,Hindu,Rural,Rajasthan,0
50.0,Secondary or below,Agricultural,Caste,Hindu,45.0,147.6,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
48.0,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,46.0,152.1,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,Urban,Telangana,1
30.0,Secondary or below,Not working,Caste,Hindu,18.0,146.8,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,Urban,Karnataka,1
30.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,25.0,151.1,Higher Secondary,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
38.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,37.0,147.7,Secondary or below,Not working,Caste,Hindu,Urban,Nct Of Delhi,0
42.0,Secondary or below,Sales,Caste,Hindu,38.0,152.5,Secondary or below,Not working,Caste,Hindu,Urban,Uttar Pradesh,1
36.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,32.0,153.7,Secondary or below,Skilled and unskilled manual,Caste,Muslim,Rural,Andhra Pradesh,1
47.0,Secondary or below,Agricultural,Tribe,Hindu,44.0,154.1,Higher Secondary,Agricultural,Caste,Hindu,Rural,Assam,0
38.0,Secondary or below,Agricultural,Caste,Hindu,36.0,142.8,Secondary or below,Sales,Caste,Hindu,Rural,Uttar Pradesh,0
40.0,Secondary or below,Agricultural,Caste,Hindu,35.0,153.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,0
35.0,Secondary or below,Agricultural,Caste,Hindu,32.0,142.3,Secondary or below,Not working,Tribe,Hindu,Rural,Chhattisgarh,1
33.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,29.0,158.5,Higher Secondary,Not working,Caste,Hindu,Rural,Tamil Nadu,1
41.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,38.0,156.5,Secondary or below,Not working,Caste,Hindu,Rural,Bihar,1
30.0,Secondary or below,Agricultural,Caste,Hindu,28.0,151.1,Secondary or below,Not working,Caste,Hindu,Rural,Odisha,0
38.0,Higher Secondary,Clerical,Caste,Other,37.0,153.3,Secondary or below,Skilled and unskilled manual,Caste,Other,Rural,Manipur,1
43.0,Secondary or below,Sales,Caste,Hindu,36.0,150.7,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,0
42.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,37.0,145.6,Secondary or below,Not working,Caste,Hindu,Rural,Bihar,0
30.0,Secondary or below,Sales,No caste / tribe,Muslim,25.0,147.6,Secondary or below,Not working,No caste / tribe,Muslim,Rural,Assam,0
44.0,Secondary or below,Sales,Caste,Sikh,37.0,162.2,Secondary or below,Sales,Caste,Hindu,Rural,Punjab,0
39.0,Secondary or below,Agricultural,Caste,Hindu,36.0,145.6,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,0
25.0,Secondary or below,Agricultural,Caste,Hindu,20.0,150.2,Secondary or below,Not working,Caste,Hindu,Rural,Bihar,1
50.0,Secondary or below,Other,Caste,Hindu,45.0,153.2,Secondary or below,Not working,Caste,Hindu,Urban,Telangana,1
35.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,26.0,155.3,Secondary or below,Not working,Caste,Hindu,Urban,Chhattisgarh,0
31.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,27.0,141.6,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,1
30.0,Secondary or below,Services / household and domestic,Caste,Muslim,26.0,150.5,Secondary or below,Not working,Caste,Muslim,Rural,Madhya Pradesh,1
36.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,28.0,143.7,Higher Secondary,Agricultural,Caste,Hindu,Rural,Chhattisgarh,0
45.0,Graduate (B.Tech/B.Sc/BA),Skilled and unskilled manual,Caste,Hindu,39.0,148.4,Secondary or below,Not working,Caste,Hindu,Urban,Maharashtra,0
49.0,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,46.0,153.2,Secondary or below,Not working,Caste,Hindu,Urban,Rajasthan,0
44.0,Secondary or below,Agricultural,Caste,Hindu,42.0,143.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,1
48.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,46.0,143.6,Secondary or below,Not working,Caste,Hindu,Urban,Kerala,1
30.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,22.0,144.0,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,0
29.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,28.0,153.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,1
38.0,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,30.0,148.3,Secondary or below,Not working,Caste,Hindu,Rural,Karnataka,0
40.0,Secondary or below,Agricultural,Caste,Hindu,29.0,137.4,Secondary or below,Agricultural,Caste,Hindu,Rural,Karnataka,0
28.0,Secondary or below,Agricultural,Caste,Hindu,30.0,159.4,Secondary or below,Agricultural,Caste,Hindu,Rural,Rajasthan,0
47.0,Secondary or below,Agricultural,Caste,Hindu,41.0,152.7,Secondary or below,Not working,Caste,Hindu,Urban,Nct Of Delhi,1
45.0,Secondary or below,Sales,Caste,Muslim,32.0,150.7,Secondary or below,Not working,No caste / tribe,Muslim,Rural,Assam,1
38.0,Secondary or below,Agricultural,Caste,Hindu,34.0,144.9,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
35.0,Higher Secondary,Sales,Caste,Hindu,31.0,157.9,Graduate (B.Tech/B.Sc/BA),Not working,Tribe,Hindu,Rural,Bihar,1
36.0,Secondary or below,Agricultural,Caste,Hindu,32.0,154.7,Secondary or below,Not working,Caste,Hindu,Rural,Assam,1
35.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,32.0,143.4,Secondary or below,Not working,Caste,Muslim,Rural,Odisha,1
45.0,Post-Graduate (MBA/MA),Sales,Caste,Hindu,31.0,139.9,Secondary or below,Not working,Caste,Hindu,Rural,Chhattisgarh,0
37.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,18.0,148.9,Higher Secondary,Not working,Caste,Hindu,Rural,Odisha,0
35.0,Secondary or below,Agricultural,Caste,Hindu,22.0,145.0,Higher Secondary,Not working,Caste,Hindu,Rural,Tamil Nadu,1
42.0,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,38.0,162.3,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Urban,Rajasthan,1
25.0,Secondary or below,Agricultural,Caste,Sikh,25.0,154.7,Secondary or below,Not working,Caste,Sikh,Rural,Punjab,1
52.0,Graduate (B.Tech/B.Sc/BA),Skilled and unskilled manual,Caste,Hindu,46.0,142.1,Secondary or below,Not working,Caste,Hindu,Urban,Nct Of Delhi,0
31.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,26.0,145.4,Secondary or below,Not working,Caste,Hindu,Urban,Tamil Nadu,0
30.0,Secondary or below,Agricultural,Caste,Hindu,26.0,162.8,Higher Secondary,Not working,Caste,Hindu,Rural,Bihar,1
37.0,Higher Secondary,Agricultural,Caste,Hindu,32.0,154.7,Secondary or below,Not working,Caste,Hindu,Rural,Gujarat,1
49.0,Secondary or below,Agricultural,Caste,Hindu,42.0,151.2,Secondary or below,Services / household and domestic,Caste,Hindu,Urban,Telangana,1
34.0,Secondary or below,Skilled and unskilled manual,Tribe,Christian,31.0,154.2,Graduate (B.Tech/B.Sc/BA),Not working,Tribe,Christian,Rural,Mizoram,1
48.0,Graduate (B.Tech/B.Sc/BA),Services / household and domestic,Caste,Hindu,37.0,148.6,Higher Secondary,Services / household and domestic,Caste,Hindu,Urban,West Bengal,0
33.0,Secondary or below,Agricultural,Tribe,Hindu,30.0,159.5,Secondary or below,Agricultural,Tribe,Hindu,Rural,Madhya Pradesh,1
40.0,Secondary or below,Agricultural,Caste,Muslim,37.0,152.0,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,0
47.0,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,31.0,158.2,Secondary or below,Not working,No caste / tribe,Muslim,Rural,Assam,0
32.0,Graduate (B.Tech/B.Sc/BA),Clerical,Caste,Hindu,26.0,144.1,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,1
52.0,Secondary or below,Skilled and unskilled manual,Caste,Sikh,41.0,148.4,Secondary or below,Skilled and unskilled manual,Caste,Sikh,Rural,Punjab,0
45.0,Secondary or below,Agricultural,Caste,Hindu,43.0,146.2,Secondary or below,Not working,Tribe,Hindu,Rural,Chhattisgarh,1
48.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,46.0,157.4,Secondary or below,Agricultural,Caste,Hindu,Rural,Tamil Nadu,0
40.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,35.0,148.6,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Chhattisgarh,0
32.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,27.0,154.1,Secondary or below,Not working,Caste,Hindu,Rural,Odisha,0
40.0,Secondary or below,Other,Caste,Hindu,30.0,156.4,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Urban,Uttar Pradesh,0
39.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,32.0,150.5,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Madhya Pradesh,1
52.0,Secondary or below,Agricultural,Tribe,Hindu,49.0,161.8,Secondary or below,Agricultural,Tribe,Hindu,Rural,Chhattisgarh,0
31.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,30.0,157.4,Higher Secondary,Not working,Caste,Hindu,Urban,Tamil Nadu,1
40.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,36.0,155.4,Secondary or below,Not working,Caste,Hindu,Urban,Odisha,0
32.0,Higher Secondary,Professional / technical / managerial,Caste,Hindu,29.0,150.4,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Urban,Puducherry,1
24.0,Secondary or below,Skilled and unskilled manual,Caste,Christian,24.0,148.1,Higher Secondary,Not working,Tribe,Hindu,Rural,Chhattisgarh,1
35.0,Secondary or below,Agricultural,Tribe,Hindu,30.0,146.8,Secondary or below,Agricultural,Tribe,Hindu,Rural,Chhattisgarh,1
30.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,32.0,153.5,Secondary or below,Not working,Caste,Hindu,Rural,Rajasthan,0
53.0,Secondary or below,Clerical,Caste,Hindu,49.0,150.0,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
47.0,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,45.0,158.9,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Rajasthan,0
50.0,Higher Secondary,Other,Caste,Hindu,39.0,153.8,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,1
53.0,Graduate (B.Tech/B.Sc/BA),Other,Caste,Hindu,48.0,144.5,Post-Graduate (MBA/MA),Other,Caste,Hindu,Urban,Karnataka,1
45.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,42.0,146.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Madhya Pradesh,0
34.0,Higher Secondary,Agricultural,Caste,Hindu,33.0,159.8,Higher Secondary,Agricultural,Caste,Hindu,Rural,Himachal Pradesh,0
53.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,39.0,152.3,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,Urban,Assam,1
40.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,34.0,153.8,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,0
30.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,26.0,150.3,Secondary or below,Services / household and domestic,Caste,Hindu,Urban,Odisha,1
36.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,33.0,153.2,Secondary or below,Not working,Caste,Hindu,Rural,Uttarakhand,0
37.0,Secondary or below,Agricultural,Caste,Hindu,35.0,145.1,Higher Secondary,Agricultural,Caste,Hindu,Rural,Karnataka,0
52.0,Secondary or below,Agricultural,Caste,Hindu,46.0,150.8,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,1
51.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,47.0,162.9,Graduate (B.Tech/B.Sc/BA),Services / household and domestic,Caste,Hindu,Urban,Goa,1
45.0,Higher Secondary,Services / household and domestic,Caste,Hindu,42.0,159.2,Secondary or below,Not working,Caste,Hindu,Rural,Uttarakhand,1
48.0,Secondary or below,Agricultural,Caste,Sikh,42.0,156.4,Secondary or below,Not working,Caste,Sikh,Rural,Punjab,1
37.0,Secondary or below,Not working,Caste,Hindu,31.0,151.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Gujarat,0
53.0,Secondary or below,Other,Tribe,Other,47.0,148.8,Secondary or below,Not working,Tribe,Other,Rural,Madhya Pradesh,1
48.0,Post-Graduate (MBA/MA),Clerical,Caste,Hindu,46.0,159.3,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Urban,Uttar Pradesh,0
39.0,Higher Secondary,Agricultural,Caste,Hindu,36.0,146.8,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,0
